peakID,Control1,Control2,Control3,Control4,Control5,DMSO1,DMSO2,DMSO3,DMSO4,DMSO5,Serum-free1,Serum-free2,Serum-free3,Serum-free4,Serum-free5,RA1,RA2,RA3,RA4,RA5
4531_777.498476,0,0,1553659.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804917.106
4532_554.848061,0,0,0,0,0,0,0,1840109.136,0,0,0,1397045.25,0,0,0,0,0,0,0,0
4533_569.733069,0,0,0,0,0,2857167.721,0,0,0,0,0,1416024.125,0,0,0,0,0,0,0,0
4534_443.793201,0,2220931.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633357.511,0,0,0
4535_806.935041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4536_546.003117,2157986.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4537_562.447518,0,0,0,0,0,0,0,0,0,0,0,0,1460995.736,0,0,0,0,2116741.969,0,0
4538_770.207637,0,0,0,0,0,0,0,0,0,0,0,1285971.875,0,0,0,0,1907552.831,0,0,0
4539_799.151198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029141.51,2162397.925,0
4540_981.560321,0,0,0,2048405.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4541_859.557544,1909140.35,2286060.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4542_809.603602,0,0,0,0,0,0,0,0,0,2879426.265,0,0,0,0,0,0,1703728.504,0,0,0
4543_859.765927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119972.029,0,0
4544_878.040204,0,0,0,0,0,0,0,0,2077704.617,0,0,0,0,0,1884580.259,0,0,0,0,0
4545_781.063266,0,0,0,0,0,0,0,0,0,2999792.664,0,0,0,0,0,0,0,0,0,0
4546_886.522872,0,0,0,0,0,0,0,0,0,0,0,1367579.125,0,0,0,0,1805380.326,0,0,0
4547_547.987161,0,0,0,0,0,0,0,0,0,0,0,1514999.875,0,0,0,0,0,0,0,0
4548_892.33825,0,0,0,0,0,0,1683510.542,0,0,2588830.956,0,0,0,0,0,0,0,0,0,0
4549_550.297912,0,2348262.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4550_824.421683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4551_520.393608,0,0,0,0,0,0,0,0,0,0,2060105.934,1281459.25,0,0,0,0,0,0,0,0
4552_940.039197,0,2181833.641,0,1765294.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4553_541.656029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4554_902.436412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4555_835.998914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609643.736,0,0,0,0
4556_544.749749,0,2182315.885,0,0,0,0,0,0,0,0,0,0,0,0,1523683.27,0,0,0,0,0
4557_789.548948,0,0,0,1913856.862,0,0,0,0,0,0,0,0,1368182.215,0,0,0,0,0,0,0
4558_945.758217,0,0,0,0,0,0,0,0,0,0,0,1423485.625,0,0,0,0,0,0,0,0
4559_545.020471,0,0,0,0,0,0,0,0,2425089.809,0,0,0,0,0,0,0,1806646.775,0,0,0
4560_804.588778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567345.333,0,0,0,0,0
4561_777.123646,0,0,0,0,0,0,0,0,0,0,0,1277843.375,0,0,0,0,0,0,0,1944653.632
4562_599.759986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533282.31,0,0,0,0,0
4563_547.018364,0,0,0,0,2423140.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4564_734.970711,0,0,0,0,0,0,0,0,0,2817886.115,0,0,0,0,0,0,0,0,0,0
4565_897.605399,0,0,0,0,0,0,0,0,0,2409940.431,0,0,0,0,0,0,0,0,0,0
4566_795.219477,0,0,1602064.447,0,0,0,0,0,0,0,0,0,0,0,0,1626931.85,0,0,0,0
4567_806.960933,0,0,0,0,0,0,0,0,0,0,1739917.601,0,0,0,0,0,1865580.698,0,0,0
4568_564.102439,0,0,0,0,0,0,0,0,0,0,0,0,0,2337718.252,0,0,0,0,0,0
4569_884.370794,0,0,0,0,2255470.058,2773883.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4570_542.824946,0,0,0,0,0,0,0,0,0,0,1671665.388,0,0,0,0,0,0,0,0,1961540.34
4571_852.447465,0,0,0,0,0,0,1578696.201,0,0,0,0,0,0,0,0,0,0,0,0,0
4572_855.469577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4573_567.572286,0,0,0,0,2230466.893,0,0,0,0,2771566.484,0,0,0,0,0,0,0,0,0,0
4574_549.068555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810053.729,0,1931096.389,0
4575_544.907697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4576_847.549825,0,0,0,0,0,0,0,0,0,0,1880466.679,0,0,0,0,0,0,0,0,0
4577_894.079355,0,0,0,0,0,0,0,0,2548751.944,0,0,0,0,0,1572917.499,0,0,0,0,0
4578_547.763855,2245680.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645964.235
4579_807.156496,0,0,0,0,0,0,0,0,0,0,0,1381387.375,0,0,0,0,0,0,0,0
4580_891.566369,0,0,0,0,0,0,0,0,0,2403896.723,0,0,0,0,0,0,1983185.974,0,0,0
4581_553.992972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4582_554.090265,2170076.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4583_817.01181,0,0,0,0,0,0,1558721.289,0,0,0,0,0,0,0,0,0,0,0,0,0
4584_569.157011,0,0,0,0,0,0,0,0,0,2800913.379,0,0,0,0,0,0,0,0,0,1766077.146
4585_851.882996,0,2171038.03,0,0,0,0,1481018.84,0,0,0,0,0,0,0,0,0,0,0,0,0
4586_787.38421,0,2053327.647,0,0,0,0,0,0,0,0,0,0,0,2286572.326,0,0,0,0,0,0
4587_925.975072,2093323.797,0,0,0,0,0,0,0,0,0,1877348.242,0,0,0,0,0,0,0,0,0
4588_734.873668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834681.049,0,0,0
4589_551.704799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4590_804.845483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4591_561.054183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928735.57,0
4592_874.198564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610252.605,0,0,0,1986071.691,0
4593_863.236995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4594_263.237037,0,1814092.685,0,2071728.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4595_528.851908,0,0,0,0,2418478.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4596_540.998949,0,0,0,0,0,0,0,1819362.741,0,0,0,0,0,0,0,0,0,0,0,0
4597_873.514711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770885.922,0,0,0,0
4598_558.656653,0,0,0,0,0,0,0,0,0,0,0,1348489.25,0,0,0,1720713.155,0,0,0,0
4599_884.32169,0,0,1576417.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600_867.23489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786894.043,0
4601_750.065191,0,0,0,0,2134468.922,0,0,0,0,2874010.617,0,0,0,0,0,0,0,0,0,0
4602_892.273654,0,0,0,0,0,0,0,0,0,0,0,0,0,2234902.293,0,0,0,0,0,0
4603_552.989108,0,0,0,0,2209764.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4604_552.546874,0,0,0,1964170.906,0,0,0,0,0,0,0,0,0,0,0,0,1614436.819,0,0,0
4605_867.476898,0,0,1652915.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4606_829.671899,2247459.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4607_772.249401,0,0,0,1774526.254,0,0,1603121.039,0,0,0,0,0,0,0,0,0,0,0,0,0
4608_927.720115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741680.549,0,0,0,1814661.768,0
4609_770.430434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4610_550.295179,2084977.286,0,0,0,0,0,0,0,0,0,0,0,0,2267458.042,0,0,0,0,0,0
4611_538.820491,0,0,0,0,0,0,0,1895370.029,0,0,0,0,0,0,0,0,0,2042326.102,0,0
4612_959.535519,0,0,0,0,0,0,0,0,0,3019752.651,0,0,0,0,0,0,0,0,0,0
4613_882.587511,0,0,0,0,0,0,1431207.735,0,2690460.848,0,0,0,0,0,0,0,0,0,0,0
4614_555.696939,0,0,0,0,0,0,1587529.942,0,0,0,0,0,0,0,0,0,0,0,0,0
4615_786.773441,0,0,0,0,0,0,0,0,2465390.155,0,0,0,0,0,0,1671398.538,0,0,0,0
4616_556.959998,0,0,0,1770363.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077752.349,0
4617_835.636583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618_542.966942,2180056.947,0,0,0,0,0,0,0,0,0,0,0,1348075.939,0,0,0,0,0,0,0
4619_548.417653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620_550.48839,2269373.692,1893426.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4621_811.734016,0,0,0,0,0,0,0,0,0,0,1790205.076,0,0,0,0,1711499.851,0,0,0,0
4622_791.333517,0,0,1643327.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4623_879.337168,0,0,0,0,0,0,1527046.354,0,2529964.641,0,0,0,0,0,0,0,0,0,0,0
4624_811.013883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779492.595,0,0,0,0
4625_471.183708,0,0,0,0,0,2976435.821,0,0,0,0,0,0,0,0,0,0,0,0,0,1660109.19
4626_841.267599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566077.631,0,0,0,0
4627_556.842813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692751.784,0,2094771.492,0,0
4628_538.560559,0,0,0,0,2078276.76,0,0,0,0,0,0,0,0,0,0,0,1812673.434,0,0,0
4629_809.283276,0,0,0,0,2219936.816,0,0,0,0,0,0,0,0,2217188.633,0,0,0,0,0,0
4630_437.234697,0,0,0,0,0,0,0,1624144.685,0,0,0,0,0,0,0,0,1886369.799,0,0,0
4631_875.327936,0,0,0,0,0,0,0,0,0,0,1657396.065,0,0,0,0,0,0,0,0,0
4632_839.387555,0,2100659.081,0,0,2149213.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633_554.82044,0,0,0,0,0,0,0,0,0,0,0,1505842.25,0,0,0,0,0,0,0,0
4634_741.099391,0,0,0,0,0,0,0,0,0,0,0,0,0,2144354.167,0,0,0,0,0,0
4635_537.818339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636_770.072713,0,0,0,0,0,0,0,0,0,0,0,0,0,2051644.099,0,0,0,0,0,0
4637_951.002735,0,0,0,0,0,2498505.302,0,0,0,0,0,0,0,0,0,0,0,0,0,1952803.534
4638_547.512391,0,0,1548813.524,0,0,0,0,0,0,0,0,0,0,0,0,1654888.539,0,0,0,0
4639_823.062842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149981.826,0,0
4640_553.943325,0,0,0,0,0,0,0,0,0,0,0,1446190.625,0,0,0,0,0,0,0,0
4641_892.835409,0,0,0,0,0,0,0,0,0,0,0,0,0,2213261.035,0,0,0,0,0,0
4642_941.39773,0,0,0,0,0,3158095.375,0,0,0,0,0,0,0,0,1390341.53,0,0,0,0,0
4643_551.56516,0,0,0,0,0,0,1444512.569,0,0,0,0,0,0,0,0,0,0,0,0,0
4644_812.231137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797046.464,0,0,0
4645_562.183032,0,0,0,0,0,0,0,0,0,0,0,0,1494231.283,0,0,0,0,2012766.242,0,0
4646_556.219071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837899.499,0
4647_568.507826,0,2058926.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648_566.536033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649_807.666363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575302.122,0,0,0,0,1759948.577
4650_556.375666,0,0,1485786.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4651_546.368671,0,0,1600603.788,0,0,2735659.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652_843.424168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4653_993.130381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991317.17,0,0
4654_910.575368,0,0,0,0,0,0,0,1878185.175,0,0,0,0,0,0,0,0,0,0,0,0
4655_541.91548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4656_821.973984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881233.634,0,0,0
4657_532.49778,0,0,0,0,0,3197499.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4658_553.776026,0,0,0,0,0,0,0,0,0,0,0,0,1346596.475,0,0,0,0,0,0,0
4659_531.852948,0,0,0,0,0,0,0,0,0,0,0,0,0,2395217.776,0,0,0,0,0,0
4660_894.282682,2062192.702,0,0,1847090.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4661_827.544608,0,0,0,0,0,0,0,0,0,0,0,0,1462685.855,0,0,0,0,0,0,0
4662_553.462194,0,0,0,1886114.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932003.314,0
4663_867.972988,0,0,0,0,0,0,1606484.324,0,2381878.035,0,0,0,0,0,0,0,0,0,0,0
4664_802.391934,0,0,0,0,0,2626879.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665_869.96861,0,0,0,0,0,0,0,0,0,0,0,0,0,1988768.07,0,0,0,0,0,0
4666_810.56223,0,0,0,0,0,2872625.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667_549.198459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668_193.987287,0,0,1772452.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715916.463,0
4669_913.023217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242117.586,0,0
4670_559.167775,0,0,0,0,0,0,0,0,0,2698201.602,0,0,0,0,0,0,1766959.106,0,0,0
4671_439.230325,0,0,0,0,0,0,0,0,0,2437599.107,0,0,1568792.919,0,0,0,0,0,0,0
4672_801.884608,0,0,0,0,0,0,0,0,0,0,0,1380223.375,0,0,0,0,0,0,0,0
4673_531.260435,0,0,0,0,0,0,1462578.642,0,0,0,0,0,0,0,0,1714067.572,0,0,0,0
4674_835.030636,0,0,0,0,0,0,0,1713658.402,0,0,0,0,0,0,0,0,0,0,0,0
4675_537.792228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863072.55,0
4676_838.330854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783335.477
4677_875.108384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678_891.788648,0,0,0,0,0,0,0,0,0,2623828.154,0,0,0,0,0,0,0,0,0,0
4679_541.925181,0,0,0,0,0,0,0,1545899.374,0,0,0,0,0,0,1784674.76,0,0,0,0,0
4680_884.693712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812726.654
4681_546.253801,0,0,0,0,0,0,1695178.541,0,0,0,0,0,0,0,0,0,0,0,0,1564056.383
4682_521.043137,0,1971507.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783985.425,0,0,0
4683_925.793429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684_559.119178,0,0,0,0,0,2932305.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4685_862.347849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4686_887.186319,0,2111671.086,0,0,0,0,0,0,0,0,1797425.182,0,0,0,0,0,0,0,0,0
4687_538.763722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580161.105,0,0,2053090.29,0
4688_542.433134,0,0,0,0,0,0,0,0,0,0,2063312.881,0,0,0,0,0,0,0,0,0
4689_536.461588,0,0,0,1721912.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690_793.777161,0,0,0,0,0,0,0,0,0,0,0,0,0,2236583.002,0,0,0,0,1984909.359,0
4691_569.53894,2117435.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4692_905.922374,0,0,1491694.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810116.853
4693_885.431705,0,0,0,0,2287418.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4694_843.217297,0,0,0,0,0,0,0,0,2557037.02,0,0,0,0,0,0,0,0,0,0,0
4695_995.350291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518599.734,0,0,0,0
4696_543.13703,0,0,0,0,2105806.341,2881803.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4697_521.388614,0,0,0,0,0,0,0,1926530.125,0,0,0,0,0,0,0,0,0,0,0,0
4698_545.518019,0,0,0,0,0,0,0,0,0,0,0,1386981.375,0,0,0,0,0,2150198.918,0,0
4699_965.186664,0,0,0,0,0,0,0,0,0,3009897.922,1682204.986,0,0,0,0,0,0,0,0,0
4700_794.904986,0,0,0,0,0,0,0,1758096.261,0,0,0,0,0,0,0,0,0,0,0,0
4701_800.190286,1960263.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717100.29,0,0,0,0
4702_779.966181,0,0,0,1830179.506,2155248.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4703_551.978861,0,0,0,0,0,2842839.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4704_829.861337,0,0,0,0,0,0,0,0,0,0,0,1363195.125,0,0,0,0,0,0,0,1777125.454
4705_891.657054,0,0,0,0,0,0,0,0,2332965.712,0,0,0,0,0,0,0,0,0,0,0
4706_543.787663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276114.768,0,0
4707_876.442131,0,0,0,1946960.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4708_487.293497,0,0,0,0,0,2859399.088,0,0,0,2695662.079,0,0,0,0,0,0,0,0,0,0
4709_558.54775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750929.888
4710_914.928003,0,0,0,0,0,0,0,0,0,0,0,0,1455978.262,0,0,0,0,0,0,0
4711_541.650491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4712_918.234352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996410.317,0
4713_545.567598,0,0,0,0,0,2780157.339,0,0,0,0,0,0,0,0,0,0,0,2145439.416,0,0
4714_546.375248,0,0,0,0,0,0,0,0,0,0,0,1513024.75,0,0,0,0,1557754.328,0,0,0
4715_553.777909,0,0,0,0,0,0,0,0,0,0,0,1379312.25,0,0,0,0,0,0,0,0
4716_368.425148,0,0,1509907.485,0,0,0,0,0,0,0,0,1422359.625,0,0,0,0,0,0,0,0
4717_829.817063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113843.945,0
4718_557.063371,0,0,0,0,0,0,0,0,0,0,0,0,0,2236326.758,0,0,0,2125854.453,0,0
4719_892.962918,0,0,0,0,0,0,0,0,0,0,1850206.047,0,0,2215872.756,0,0,0,0,0,0
4720_513.364791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211021.753,0,1674605.287
4721_857.286362,0,0,1604738.799,0,0,2678726.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722_949.861944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723_560.207114,0,0,0,0,0,0,0,0,0,0,0,1341935.875,0,0,0,0,0,0,0,0
4724_875.624827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737033.673,0,0,0,0
4725_550.208297,0,0,0,0,0,0,0,0,2457661.48,0,0,0,0,0,1574278.044,0,0,0,0,0
4726_858.854219,0,0,0,0,0,0,0,0,0,2646516.677,0,0,0,0,0,0,0,2215993.544,0,0
4727_917.599938,0,0,0,0,1856738.052,0,0,0,0,0,2100194.595,0,0,0,0,0,0,0,0,0
4728_545.658768,0,0,0,0,0,2736616.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4729_551.608833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916091.844
4730_908.275198,0,0,0,0,0,0,0,1815470.001,0,0,0,0,0,0,0,0,0,0,0,0
4731_831.187061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710836.229
4732_473.272096,0,0,0,0,0,0,0,1632302.663,0,0,0,0,0,0,0,0,1837328.563,0,0,0
4733_821.288648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688534.95,0,0,0
4734_870.39469,0,0,0,0,0,0,0,1692939.753,0,0,0,0,0,0,0,0,0,0,0,0
4735_819.863177,0,0,0,0,2246248.278,0,0,0,0,2642648.852,0,0,0,0,0,0,0,0,0,0
4736_549.656127,0,0,0,0,0,0,0,1653771.253,0,0,0,0,0,0,0,0,0,0,0,0
4737_836.16242,0,0,0,0,0,2525403.899,0,0,0,0,0,0,0,2428107.103,0,0,0,0,0,0
4738_940.704459,0,0,0,0,2145607.475,0,1534715.934,0,0,0,0,0,0,0,0,0,0,0,0,0
4739_551.033472,0,0,0,1657928.71,0,0,0,0,0,0,0,1502763.875,0,0,0,0,0,0,0,0
4740_550.382825,0,0,0,0,0,2867595.654,0,0,0,0,0,0,0,2153244.956,0,0,0,0,0,0
4741_856.11876,0,0,0,0,0,0,0,1766965.272,0,0,0,0,0,0,0,0,0,0,0,0
4742_858.601404,0,0,0,0,0,0,1553732.716,0,0,0,0,0,0,0,0,0,0,0,0,0
4743_853.756135,0,0,0,0,0,0,0,1722351.688,0,0,0,0,0,0,1603108.473,0,0,0,0,0
4744_554.777623,0,1908755.554,0,0,0,0,0,0,0,0,0,0,1471487.625,0,0,0,0,0,0,0
4745_547.048326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746_847.597944,0,0,0,0,0,0,0,1678281.863,0,0,0,0,0,0,0,0,0,0,0,0
4747_790.376797,0,0,0,0,0,2649423.783,0,0,0,2873585.709,0,0,0,0,0,0,0,0,0,0
4748_973.154073,0,0,0,0,0,0,0,0,0,0,1969314.095,1282772,0,0,0,0,0,0,0,0
4749_911.803131,0,0,0,1620227.383,0,0,0,0,0,0,2025255.828,0,0,0,0,0,0,0,0,0
4750_872.383394,0,0,0,0,0,0,0,0,0,0,1887671.37,0,0,0,0,0,0,0,0,0
4751_777.198587,0,0,1602867.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890463.577,0
4752_541.382637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753_557.364423,0,0,0,0,0,0,0,0,0,0,0,0,0,2075279.208,0,0,0,0,0,0
4754_151.035294,0,0,0,0,0,0,0,0,0,0,0,0,0,1934920.868,0,0,0,0,0,0
4755_549.430181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756_846.307461,0,0,0,0,0,0,0,0,0,0,0,1318632.5,0,0,0,0,0,0,0,0
4757_567.570457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686823.009,0,0,0,0
4758_942.236308,0,2056784.618,0,0,0,0,0,0,0,0,0,0,1366590.736,0,0,0,0,0,0,0
4759_876.991276,0,0,0,0,0,2896809.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760_549.631963,0,0,0,1819669.262,0,0,0,0,0,2721167.939,0,0,0,0,0,0,0,0,0,0
4761_544.019564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759451.978,0,0,0
4762_918.37933,0,1975100.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746172.003,0,0,0
4763_813.583209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797491.557,0,0,0
4764_555.075086,0,0,0,0,0,0,0,0,0,0,0,1337847,0,0,0,0,1752054.395,0,0,0
4765_535.229669,0,0,0,0,0,0,0,0,0,2624975.131,0,0,0,0,0,0,0,0,0,0
4766_896.950729,2095887.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584851.011,0,0,0,0
4767_311.182988,0,0,1605841.941,0,0,2646686.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4768_813.940471,0,0,0,0,2119853.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4769_542.353475,0,1978839.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4770_561.472463,0,0,0,0,0,0,0,0,0,0,0,1288829.625,0,0,0,0,1809845.394,0,0,0
4771_542.594052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005973.106,0
4772_796.555523,0,0,0,0,0,2809442.617,0,0,0,0,0,0,0,0,0,0,1673296.534,0,0,0
4773_554.055431,0,0,0,0,0,0,0,0,0,2716252.109,0,0,0,0,0,0,0,0,0,0
4774_565.136529,0,0,0,0,0,2791585.911,0,0,2436122.863,0,0,0,0,0,0,0,0,0,0,0
4775_780.419629,2181131.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776_855.160382,1983267.062,0,0,0,0,0,0,0,0,0,0,0,1426317.731,0,0,0,0,0,0,0
4777_535.13875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543021.692,0,2213446.459,0,0
4778_512.040957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4779_553.530788,1999731.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4780_540.304117,0,0,0,0,2119897.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4781_351.264295,0,0,0,1889565.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4782_846.699349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620542.503,0,0,0,0,0
4783_852.175079,0,0,0,0,0,0,0,0,0,0,1985050.81,0,0,0,0,0,0,0,0,0
4784_903.510003,0,0,0,0,0,0,0,0,0,0,1898910.436,0,0,2118096.118,0,0,0,0,0,0
4785_955.157325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380483.929,0,1881644.619,0,0,0
4786_877.585422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787_838.832501,0,0,0,1677971.025,0,0,0,0,0,2914216.59,0,0,0,0,0,0,0,0,0,0
4788_835.730946,0,0,0,0,2079087.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4789_552.06198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790_807.161783,0,0,1565639.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066958.358,0,0
